CTUID,Total income,  Market income,    Employment income,"      Wages, salaries and commissions",      Net self-employment income,    Investment income,    Private retirement income,    Market income not included elsewhere,  Government transfers,    Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),      Old Age Security pension (OAS),      Guaranteed Income Supplement (GIS) and spousal allowance,    Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,      CPP/QPP - Retirement benefits,      CPP/QPP - Disability benefits,      CPP/QPP - Survivor benefits,    Employment Insurance (EI) benefits,      EI - Regular benefits,      EI - Other benefits,    Child benefits,      Basic Canada Child Tax Benefit (CCTB),      National Child Benefit Supplement (NCBS),      Universal Child Care Benefit (UCCB),      Provincial and territorial child benefits,    Other government transfers,      Social assistance benefits,      Workers' compensation benefits,      Working income tax benefit (WITB),      Goods and services tax (GST) credit and harmonized sales tax (HST) credit,      Government transfers not included elsewhere,  After-tax income,  Income taxes,    Net federal tax,    Provincial and territorial income taxes
5350104.00,4375,4375,4375,4375,4370,4370,4375,4375,4370,4370,4370,4370,4375,4370,4370,4370,4375,4375,4375,4375,4375,4375,4375,4370,4370,4375,4375,4375,4370,4375,4370,4370,4375,4370
5350105.00,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650
5350106.00,3215,3215,3210,3215,3210,3210,3210,3215,3210,3210,3210,3210,3215,3210,3210,3210,3215,3210,3210,3210,3210,3215,3210,3210,3215,3215,3210,3215,3210,3210,3210,3215,3215,3210
5350107.00,4320,4320,4320,4325,4325,4320,4325,4325,4325,4325,4325,4325,4325,4325,4325,4325,4320,4325,4325,4320,4325,4325,4325,4325,4325,4320,4320,4325,4325,4320,4320,4325,4320,4325
5350108.00,5095,5100,5095,5095,5095,5100,5095,5100,5100,5095,5095,5095,5095,5100,5100,5095,5100,5100,5100,5095,5095,5095,5100,5095,5095,5100,5100,5095,5100,5100,5095,5100,5095,5100
5350109.00,4760,4760,4765,4765,4765,4760,4765,4765,4760,4765,4760,4760,4765,4760,4760,4765,4760,4760,4765,4765,4765,4765,4765,4765,4765,4765,4760,4765,4765,4760,4760,4765,4765,4765
5350110.00,3095,3100,3095,3095,3095,3100,3100,3100,3095,3100,3095,3100,3100,3100,3100,3100,3095,3095,3100,3095,3095,3100,3100,3100,3100,3095,3100,3095,3095,3095,3095,3095,3100,3100
5350111.00,2135,2130,2135,2135,2135,2135,2135,2135,2135,2130,2135,2135,2130,2135,2130,2130,2135,2135,2135,2130,2130,2130,2130,2135,2135,2130,2135,2130,2135,2135,2135,2135,2130,2135
5350112.00,4575,4580,4575,4575,4575,4575,4580,4580,4580,4575,4575,4575,4580,4575,4575,4575,4575,4575,4580,4575,4580,4575,4575,4575,4580,4575,4575,4580,4575,4575,4575,4580,4575,4580
5350113.00,2370,2370,2370,2370,2370,2365,2370,2370,2365,2370,2370,2365,2365,2365,2365,2365,2365,2370,2365,2370,2370,2365,2365,2365,2365,2365,2365,2370,2365,2365,2370,2370,2365,2365
5350114.00,4385,4385,4385,4385,4390,4385,4390,4390,4385,4385,4390,4390,4390,4390,4385,4390,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4390,4390,4385,4390,4390,4390,4385,4390
5350115.00,3440,3445,3445,3440,3445,3445,3440,3440,3445,3440,3440,3445,3445,3440,3440,3440,3440,3445,3440,3445,3445,3445,3440,3445,3440,3445,3445,3445,3440,3445,3440,3440,3445,3445
5350116.00,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510,3510
5350117.00,1925,1930,1925,1925,1925,1930,1925,1930,1925,1925,1925,1930,1930,1925,1930,1925,1925,1925,1925,1925,1925,1930,1930,1925,1925,1925,1930,1925,1925,1930,1925,1925,1925,1925
5350118.00,3595,3595,3595,3590,3590,3595,3595,3590,3595,3595,3595,3590,3595,3590,3590,3595,3595,3590,3590,3590,3590,3590,3595,3590,3590,3590,3590,3590,3590,3595,3595,3595,3595,3595
5350119.00,4065,4065,4070,4070,4070,4065,4070,4070,4065,4065,4070,4065,4065,4070,4070,4070,4065,4070,4070,4070,4065,4065,4065,4070,4070,4070,4070,4065,4070,4065,4070,4070,4065,4065
5350120.00,1180,1180,1175,1180,1175,1180,1175,1180,1175,1180,1175,1180,1180,1180,1180,1180,1180,1180,1180,1175,1175,1180,1180,1180,1180,1180,1175,1180,1180,1180,1175,1180,1175,1175
5350121.00,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285
5350122.00,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595,5595
5350123.00,2115,2110,2110,2115,2110,2115,2115,2110,2110,2110,2110,2115,2110,2110,2110,2110,2115,2115,2115,2110,2115,2110,2115,2115,2115,2110,2115,2110,2110,2110,2115,2110,2110,2115
5350124.00,4890,4890,4895,4895,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4895,4895,4890,4890,4890,4890,4890,4890,4895,4895
5350125.00,3535,3535,3540,3535,3540,3540,3540,3535,3535,3535,3535,3535,3535,3540,3540,3540,3535,3535,3535,3535,3540,3535,3535,3540,3540,3535,3540,3540,3540,3535,3535,3535,3535,3535
5350126.00,3335,3335,3340,3340,3340,3340,3340,3340,3340,3335,3340,3340,3340,3335,3340,3340,3340,3340,3335,3340,3340,3340,3340,3340,3335,3340,3340,3335,3340,3335,3340,3335,3335,3340
5350127.00,4360,4360,4355,4360,4360,4355,4355,4360,4360,4360,4360,4360,4360,4355,4360,4360,4360,4360,4355,4355,4360,4360,4360,4360,4360,4360,4360,4360,4360,4360,4360,4360,4355,4360
5350128.02,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520,7520
5350128.04,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235,4235
5350128.05,610,605,605,605,605,605,605,605,610,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605
5350128.06,3825,3820,3820,3825,3820,3820,3825,3820,3820,3825,3820,3825,3820,3820,3820,3820,3820,3820,3820,3820,3820,3825,3820,3820,3820,3820,3820,3820,3820,3825,3825,3820,3820,3820
5350129.00,4845,4845,4840,4845,4845,4845,4840,4845,4845,4845,4840,4840,4845,4845,4845,4845,4845,4840,4845,4845,4845,4845,4840,4845,4845,4840,4840,4845,4840,4845,4840,4845,4845,4840
5350130.00,2905,2905,2905,2905,2905,2910,2905,2905,2905,2905,2905,2905,2910,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2910,2905,2905,2910,2910,2905,2910,2905,2905,2905,2905
5350131.00,4555,4560,4560,4560,4560,4560,4560,4560,4560,4555,4560,4560,4555,4560,4560,4560,4560,4560,4560,4555,4555,4560,4560,4560,4560,4560,4560,4560,4555,4560,4560,4560,4560,4560
5350132.00,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425
5350133.00,6190,6190,6190,6185,6190,6190,6185,6190,6190,6185,6190,6190,6190,6190,6185,6190,6185,6190,6185,6185,6190,6190,6190,6190,6185,6190,6185,6185,6185,6190,6190,6190,6190,6185
5350134.00,2215,2215,2215,2215,2210,2215,2215,2215,2210,2210,2215,2215,2215,2215,2210,2215,2215,2210,2215,2215,2215,2215,2215,2210,2210,2215,2215,2215,2215,2215,2215,2215,2215,2210
5350135.00,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155,5155
5350136.01,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695
5350136.02,4675,4675,4670,4670,4675,4670,4675,4675,4670,4675,4675,4675,4670,4675,4675,4675,4675,4675,4670,4675,4670,4675,4670,4675,4675,4675,4675,4675,4675,4670,4670,4670,4675,4670
5350137.00,6080,6080,6080,6080,6080,6080,6080,6080,6085,6085,6085,6085,6080,6080,6080,6085,6080,6080,6080,6080,6080,6080,6080,6085,6085,6085,6085,6080,6085,6080,6085,6085,6085,6085
5350138.00,2590,2590,2585,2590,2590,2590,2590,2585,2585,2585,2590,2590,2585,2590,2585,2590,2590,2585,2590,2590,2590,2585,2590,2590,2585,2585,2590,2590,2590,2590,2590,2590,2590,2585
5350139.01,3445,3450,3445,3445,3450,3445,3445,3450,3445,3450,3450,3450,3445,3445,3450,3445,3445,3450,3445,3445,3445,3445,3445,3445,3445,3450,3445,3450,3445,3450,3445,3450,3445,3445
5350139.02,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030
5350140.00,1990,1985,1990,1985,1985,1990,1990,1985,1990,1990,1990,1985,1985,1990,1985,1985,1990,1990,1985,1985,1990,1990,1985,1990,1985,1985,1985,1985,1990,1990,1985,1990,1990,1990
5350141.01,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350
5350141.02,3425,3420,3425,3420,3425,3420,3425,3420,3420,3425,3425,3425,3425,3425,3425,3420,3420,3425,3425,3425,3420,3425,3425,3420,3420,3425,3425,3425,3425,3420,3425,3425,3420,3425
5350142.00,4505,4505,4505,4505,4505,4510,4505,4505,4505,4505,4505,4505,4510,4510,4505,4505,4510,4505,4510,4505,4505,4505,4505,4505,4505,4505,4505,4510,4505,4505,4505,4505,4505,4505
5350150.00,3360,3355,3360,3355,3355,3360,3360,3360,3360,3360,3360,3360,3355,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3355,3360,3355,3360,3360
5350151.00,2925,2920,2920,2925,2925,2925,2925,2925,2925,2920,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2920,2925,2925,2925,2920,2925,2920,2925,2925,2925,2920,2925,2925,2925
5350152.00,3645,3650,3650,3650,3650,3645,3645,3650,3650,3645,3645,3645,3650,3650,3645,3650,3645,3645,3650,3650,3650,3650,3650,3650,3645,3650,3650,3645,3650,3645,3650,3645,3650,3645
5350153.00,3830,3825,3825,3830,3825,3830,3825,3830,3825,3830,3825,3825,3825,3830,3830,3825,3825,3830,3825,3830,3830,3825,3830,3830,3830,3830,3830,3830,3825,3830,3825,3825,3830,3830
5350154.00,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400
5350155.00,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525
5350156.01,4615,4615,4615,4615,4615,4610,4615,4615,4615,4615,4615,4610,4615,4615,4615,4610,4610,4615,4615,4615,4615,4615,4615,4615,4610,4615,4615,4615,4615,4615,4615,4615,4615,4610
5350156.02,2370,2375,2375,2370,2370,2375,2370,2370,2375,2375,2370,2370,2375,2370,2370,2370,2370,2370,2370,2370,2370,2370,2370,2375,2375,2370,2375,2375,2370,2370,2370,2375,2370,2370
5350157.00,2145,2150,2145,2145,2145,2145,2145,2150,2145,2150,2145,2145,2145,2150,2150,2145,2145,2145,2145,2150,2145,2150,2145,2150,2145,2145,2145,2145,2145,2145,2150,2150,2145,2150
5350158.00,2460,2460,2465,2465,2465,2465,2460,2465,2465,2460,2465,2460,2460,2460,2465,2465,2465,2465,2460,2465,2465,2460,2465,2465,2460,2465,2465,2465,2465,2465,2465,2465,2465,2460
5350159.01,2975,2975,2975,2975,2975,2975,2980,2980,2975,2975,2975,2980,2975,2975,2975,2975,2975,2975,2980,2980,2975,2980,2975,2980,2975,2975,2975,2975,2975,2980,2975,2975,2975,2980
5350159.02,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990
5350160.00,2590,2590,2590,2590,2590,2590,2595,2590,2590,2590,2590,2595,2590,2595,2590,2590,2595,2590,2590,2590,2590,2590,2590,2595,2590,2590,2590,2590,2590,2595,2590,2590,2590,2590
5350161.00,5830,5825,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5825,5830,5825,5830,5825,5825,5830,5830,5830,5825,5825,5825,5830,5830,5825,5825,5825,5825,5830,5830,5830
5350162.00,4210,4210,4205,4205,4205,4205,4210,4205,4205,4205,4210,4205,4210,4205,4210,4205,4205,4205,4205,4210,4205,4210,4205,4205,4205,4210,4210,4205,4205,4205,4205,4205,4210,4205
5350163.00,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705
5350164.00,5235,5235,5240,5235,5240,5240,5235,5235,5235,5235,5235,5240,5235,5235,5235,5235,5235,5235,5235,5235,5235,5235,5240,5235,5235,5235,5240,5240,5235,5235,5235,5235,5235,5235
5350165.00,3650,3655,3655,3655,3650,3655,3650,3650,3655,3650,3650,3655,3650,3655,3655,3650,3655,3650,3650,3650,3650,3655,3650,3655,3650,3650,3650,3655,3655,3650,3655,3650,3650,3655
5350166.00,3330,3325,3330,3325,3330,3330,3330,3325,3330,3330,3330,3330,3330,3330,3330,3325,3330,3325,3330,3325,3330,3325,3325,3330,3330,3330,3325,3325,3330,3330,3330,3330,3325,3325
5350167.01,1795,1795,1800,1800,1795,1795,1795,1800,1800,1795,1795,1795,1795,1800,1800,1800,1800,1795,1795,1795,1795,1800,1800,1800,1795,1795,1795,1795,1795,1795,1800,1795,1795,1795
5350167.02,5085,5090,5090,5090,5085,5090,5090,5090,5090,5090,5090,5085,5090,5090,5090,5090,5090,5090,5090,5090,5085,5090,5085,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090
5350168.00,4695,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4695,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4695,4690
5350169.01,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995
5350169.02,6460,6460,6460,6460,6460,6460,6460,6455,6455,6460,6460,6460,6455,6460,6460,6460,6455,6460,6455,6455,6455,6460,6455,6460,6460,6455,6460,6460,6455,6460,6460,6460,6460,6460
5350170.00,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905
5350171.00,3165,3165,3160,3165,3160,3165,3165,3165,3165,3165,3165,3160,3165,3160,3165,3165,3160,3160,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165
5350172.00,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090
5350173.00,2965,2960,2965,2960,2965,2960,2965,2960,2965,2960,2965,2960,2960,2965,2960,2965,2960,2965,2960,2960,2960,2960,2960,2960,2965,2960,2960,2960,2960,2960,2965,2960,2960,2960
5350174.00,5760,5755,5760,5760,5760,5760,5755,5760,5755,5760,5760,5760,5760,5760,5755,5755,5760,5760,5760,5755,5760,5760,5760,5755,5760,5760,5760,5755,5760,5755,5760,5760,5760,5755
5350175.01,4780,4785,4785,4785,4780,4780,4780,4780,4780,4780,4785,4780,4785,4780,4780,4785,4780,4780,4785,4785,4780,4780,4780,4785,4785,4785,4785,4780,4785,4780,4780,4785,4780,4785
5350175.02,6235,6235,6235,6235,6235,6240,6235,6235,6235,6240,6235,6235,6235,6235,6235,6235,6235,6240,6235,6235,6240,6240,6235,6235,6235,6235,6240,6235,6235,6240,6235,6235,6240,6235
5350176.00,3590,3590,3590,3590,3585,3590,3585,3590,3590,3590,3590,3590,3590,3590,3585,3590,3585,3585,3590,3590,3585,3590,3585,3590,3585,3590,3590,3590,3590,3585,3585,3590,3590,3585
5350180.00,5280,5285,5285,5285,5280,5280,5280,5280,5280,5285,5280,5285,5285,5280,5280,5285,5285,5280,5285,5280,5280,5285,5285,5280,5280,5280,5280,5285,5280,5280,5280,5285,5285,5280
5350181.01,3675,3670,3675,3670,3675,3670,3675,3675,3675,3670,3675,3670,3670,3670,3675,3670,3675,3670,3675,3675,3675,3670,3675,3675,3670,3675,3675,3670,3675,3670,3670,3675,3675,3670
5350181.02,3015,3015,3015,3015,3010,3010,3010,3015,3015,3015,3015,3015,3010,3015,3010,3010,3015,3015,3015,3015,3010,3010,3015,3015,3015,3015,3015,3010,3015,3015,3015,3015,3010,3015
5350182.00,4455,4450,4455,4455,4450,4450,4450,4455,4455,4455,4455,4455,4455,4450,4455,4455,4455,4455,4455,4450,4450,4450,4455,4455,4455,4450,4455,4455,4455,4455,4455,4455,4455,4455
5350183.01,2165,2160,2160,2160,2160,2160,2160,2160,2160,2165,2160,2165,2160,2160,2165,2165,2165,2160,2165,2160,2165,2165,2160,2160,2165,2160,2165,2160,2160,2165,2160,2165,2165,2160
5350183.02,3195,3195,3195,3195,3195,3195,3195,3190,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3190,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3190,3190,3195
5350184.01,4245,4250,4245,4245,4245,4245,4250,4245,4245,4245,4245,4245,4250,4250,4250,4250,4250,4250,4250,4245,4245,4250,4245,4250,4245,4245,4245,4245,4250,4245,4245,4250,4245,4245
5350184.02,3210,3210,3215,3210,3210,3210,3210,3215,3210,3210,3210,3210,3210,3210,3210,3210,3210,3215,3210,3210,3210,3210,3210,3210,3215,3210,3210,3210,3210,3210,3210,3210,3210,3210
5350185.01,5900,5900,5905,5900,5900,5900,5900,5900,5900,5900,5905,5900,5900,5900,5900,5900,5900,5905,5905,5900,5900,5900,5900,5900,5900,5900,5905,5900,5900,5900,5900,5900,5900,5900
5350185.02,3975,3980,3980,3980,3980,3980,3975,3980,3980,3980,3980,3980,3980,3980,3980,3975,3980,3980,3980,3980,3980,3980,3980,3975,3980,3975,3980,3980,3980,3980,3980,3980,3975,3980
5350186.00,1915,1915,1920,1915,1920,1915,1915,1915,1920,1915,1915,1920,1920,1915,1920,1920,1915,1920,1915,1920,1920,1920,1915,1915,1915,1915,1915,1915,1920,1920,1915,1915,1920,1920
5350187.00,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850
5350188.00,1680,1680,1685,1680,1680,1680,1680,1685,1685,1685,1680,1680,1680,1685,1680,1680,1680,1680,1685,1680,1680,1680,1680,1680,1680,1680,1685,1680,1680,1680,1680,1685,1685,1680
5350189.00,4440,4445,4440,4440,4445,4440,4445,4440,4440,4440,4440,4445,4440,4440,4445,4440,4440,4440,4440,4440,4440,4440,4440,4440,4445,4445,4445,4440,4440,4445,4445,4445,4440,4440
5350190.01,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250
5350190.02,3920,3920,3920,3920,3915,3920,3915,3920,3920,3920,3920,3920,3915,3920,3920,3920,3920,3920,3915,3920,3920,3920,3920,3920,3920,3920,3920,3920,3920,3920,3920,3920,3915,3920
5350191.00,3570,3570,3570,3570,3575,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3575,3575,3570,3570,3575,3570,3575,3575,3570,3570,3570,3570,3570,3570,3570,3570
5350192.00,785,785,785,790,790,790,790,790,790,790,790,790,790,785,785,790,785,790,790,790,790,785,790,785,790,790,790,785,790,790,785,790,790,785
5350193.00,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675
5350194.01,3565,3565,3565,3565,3565,3565,3565,3565,3565,3565,3565,3570,3570,3565,3565,3570,3565,3565,3565,3565,3565,3565,3565,3565,3565,3570,3570,3570,3565,3565,3565,3565,3565,3565
5350194.02,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380
5350194.03,2320,2325,2325,2325,2320,2325,2325,2320,2325,2325,2325,2325,2325,2325,2325,2320,2325,2320,2325,2325,2325,2320,2320,2320,2325,2320,2325,2325,2325,2325,2320,2320,2325,2325
5350194.04,4975,4975,4975,4980,4975,4975,4980,4975,4975,4975,4975,4975,4975,4975,4975,4975,4975,4975,4975,4975,4975,4975,4975,4975,4975,4975,4980,4975,4975,4975,4975,4975,4975,4975
5350195.01,3430,3425,3425,3425,3425,3430,3430,3430,3425,3430,3430,3430,3430,3430,3430,3425,3430,3425,3430,3425,3430,3425,3425,3425,3425,3425,3430,3425,3425,3430,3430,3425,3425,3425
5350195.02,1815,1815,1810,1810,1810,1810,1810,1810,1815,1810,1810,1815,1810,1810,1810,1810,1815,1815,1810,1815,1810,1810,1810,1810,1810,1810,1815,1810,1810,1810,1815,1810,1810,1810
5350196.01,1640,1635,1635,1635,1640,1640,1640,1640,1635,1640,1635,1640,1640,1640,1640,1635,1640,1640,1640,1640,1635,1640,1635,1635,1640,1640,1640,1640,1640,1640,1635,1640,1635,1640
5350196.02,4565,4565,4565,4565,4570,4565,4565,4565,4565,4565,4565,4570,4565,4570,4565,4565,4565,4565,4565,4565,4565,4565,4570,4565,4565,4565,4570,4565,4565,4565,4570,4565,4565,4570
5350200.01,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5005,5000,5000,5000,5000,5000,5000,5000,5000,5000,5005,5000,5000,5000,5000,5000,5000,5000,5000,5000,5005
5350200.02,910,910,915,910,915,910,915,910,910,910,910,910,910,910,910,910,910,915,910,915,915,910,910,910,910,915,910,915,910,915,910,915,910,910
5350201.00,4705,4700,4700,4700,4700,4700,4700,4705,4700,4700,4700,4705,4700,4700,4705,4700,4700,4700,4700,4700,4705,4700,4700,4705,4700,4700,4700,4700,4705,4700,4700,4705,4700,4700
5350202.00,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340
5350203.00,2680,2680,2680,2680,2685,2685,2685,2680,2685,2685,2680,2685,2685,2680,2685,2680,2685,2680,2680,2685,2680,2680,2680,2685,2680,2680,2685,2680,2685,2685,2680,2685,2685,2685
5350204.00,3865,3865,3865,3865,3860,3865,3865,3860,3865,3860,3865,3865,3865,3860,3865,3860,3865,3865,3865,3865,3860,3865,3865,3865,3860,3865,3860,3865,3865,3865,3865,3860,3865,3865
5350206.01,3665,3670,3670,3670,3670,3665,3665,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3665,3670,3670,3670,3670,3670,3670,3670,3670,3665,3670,3670,3670,3670
5350206.02,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055,5055
5350207.00,2300,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2300,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2300,2295,2295,2295,2295,2295,2295,2300
5350208.00,3515,3520,3515,3515,3515,3515,3520,3515,3520,3515,3515,3520,3515,3515,3515,3515,3515,3515,3520,3515,3515,3520,3515,3520,3515,3515,3515,3520,3515,3515,3520,3515,3515,3515
5350209.00,2330,2330,2330,2330,2330,2335,2335,2330,2335,2335,2330,2330,2335,2335,2330,2335,2330,2330,2330,2330,2335,2330,2330,2330,2335,2330,2330,2330,2335,2335,2330,2330,2335,2330
5350210.01,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175
